Linux 2.6.32.43-tlinux-1.0.8-default (TENCENT64.site) 	12/20/2018 	_x86_64_	(24 CPU)

12:00:01        CPU     %user     %nice   %system   %iowait    %steal     %idle
11:20:01        all      2.58      0.00      3.30      0.00      0.00     94.11
11:30:01        all      2.40      0.00      3.15      0.00      0.00     94.45
11:40:01        all      2.38      0.00      3.18      0.00      0.00     94.43
11:50:01        all      2.44      0.00      3.24      0.00      0.00     94.32
12:00:01        all      2.40      0.00      3.20      0.00      0.00     94.40
12:10:01        all      2.64      0.00      3.54      0.01      0.00     93.60
12:20:01        all      2.52      0.00      3.30      0.00      0.00     94.18
12:30:01        all      2.44      0.00      3.21      0.00      0.00     94.34
12:40:01        all      2.33      0.00      3.16      0.00      0.00     94.51
12:50:01        all      2.83      0.00      3.29      0.00      0.00     93.88
01:00:01        all      2.60      0.00      3.17      0.01      0.00     94.23
01:10:01        all      2.34      0.00      3.15      0.00      0.00     94.51
01:20:01        all      2.44      0.00      3.25      0.00      0.00     94.31
01:30:01        all      2.58      0.00      3.41      0.01      0.00     94.01
01:40:01        all      2.34      0.00      3.11      0.00      0.00     94.54
01:50:01        all      2.43      0.00      3.28      0.00      0.00     94.28
02:00:01        all      2.37      0.00      3.15      0.00      0.00     94.47
02:10:01        all      2.38      0.00      3.20      0.00      0.00     94.42
02:20:01        all      2.40      0.00      3.21      0.00      0.00     94.39
02:30:01        all      2.57      0.00      3.19      0.00      0.00     94.24
02:40:01        all      2.35      0.00      3.21      0.00      0.00     94.43
02:50:01        all      2.91      0.00      3.34      0.00      0.00     93.75
03:00:01        all      2.80      0.00      3.16      0.00      0.00     94.04
03:10:02        all      2.76      0.00      3.19      0.00      0.00     94.05
03:20:01        all      2.45      0.00      3.27      0.00      0.00     94.28
03:30:01        all      2.53      0.00      3.21      0.00      0.00     94.25
03:40:01        all      2.42      0.00      3.22      0.01      0.00     94.35
03:50:01        all      2.53      0.00      3.31      0.02      0.00     94.14
04:00:01        all      2.37      0.00      3.18      0.00      0.00     94.45
04:10:01        all      2.40      0.00      3.20      0.00      0.00     94.40
04:20:01        all      2.45      0.00      3.30      0.00      0.00     94.24
04:30:01        all      2.56      0.00      3.25      0.00      0.00     94.19
04:40:01        all      2.39      0.00      3.24      0.01      0.00     94.37
04:50:01        all      2.67      0.00      3.32      0.00      0.00     94.01
05:00:01        all      2.80      0.00      3.25      0.00      0.00     93.95
05:10:01        all      2.44      0.00      3.22      0.00      0.00     94.33
05:20:01        all      2.45      0.00      3.30      0.00      0.00     94.25
05:30:01        all      2.59      0.00      3.19      0.00      0.00     94.22
05:40:01        all      2.32      0.00      3.17      0.00      0.00     94.51
05:50:01        all      2.46      0.00      3.30      0.00      0.00     94.24
06:00:01        all      2.38      0.00      3.19      0.00      0.00     94.43
06:10:01        all      2.43      0.00      3.20      0.00      0.00     94.37
06:20:01        all      2.42      0.00      3.30      0.00      0.00     94.28
06:30:01        all      2.53      0.00      3.20      0.00      0.00     94.28
06:40:01        all      2.41      0.00      3.13      0.00      0.00     94.46
06:50:01        all      2.43      0.00      3.23      0.00      0.00     94.34
07:00:01        all      2.94      0.00      3.19      0.00      0.00     93.86
07:10:01        all      2.42      0.00      3.21      0.01      0.00     94.37
07:20:01        all      2.76      0.00      3.27      0.00      0.00     93.97
07:30:01        all      2.70      0.00      3.20      0.00      0.00     94.10
07:40:01        all      2.46      0.00      3.17      0.00      0.00     94.37
07:50:02        all      2.45      0.00      3.28      0.00      0.00     94.27
08:00:01        all      2.39      0.00      3.20      0.00      0.00     94.41
08:10:01        all      2.33      0.00      3.12      0.00      0.00     94.55
08:20:01        all      2.47      0.00      3.31      0.00      0.00     94.22
08:30:01        all      2.37      0.00      3.16      0.00      0.00     94.46
08:40:01        all      2.51      0.00      3.23      0.00      0.00     94.26
08:50:01        all      2.51      0.00      3.28      0.00      0.00     94.21
09:00:01        all      2.88      0.00      3.19      0.00      0.00     93.93
09:10:01        all      2.38      0.00      3.05      0.00      0.00     94.57
09:20:01        all      2.35      0.00      3.14      0.00      0.00     94.51
09:30:01        all      2.35      0.00      3.08      0.00      0.00     94.57
09:40:01        all      2.49      0.00      3.04      0.00      0.00     94.48
09:50:01        all      2.38      0.00      3.08      0.00      0.00     94.54
10:00:01        all      2.34      0.00      3.02      0.00      0.00     94.64
10:10:01        all      2.28      0.00      3.02      0.00      0.00     94.70
10:20:01        all      2.40      0.00      3.12      0.00      0.00     94.48
10:30:01        all      2.33      0.00      3.01      0.00      0.00     94.66
10:40:01        all      2.45      0.00      3.00      0.00      0.00     94.54
10:50:01        all      2.47      0.00      3.15      0.00      0.00     94.38
11:00:01        all      2.81      0.00      3.05      0.00      0.00     94.14
11:10:01        all      2.46      0.00      3.06      0.06      0.00     94.31
11:20:01        all      2.41      0.00      3.17      0.08      0.00     94.25
11:30:01        all      2.38      0.00      3.05      0.06      0.00     94.51
11:40:01        all      2.52      0.00      3.04      0.03      0.00     94.31
11:50:01        all      2.47      0.00      3.13      0.07      0.00     94.23
Average:        all      2.46      0.00      3.11      0.01      0.00     94.42
